sku,navn,type,leverandor,merke,serie,kategori,nåpris,førpris,farge,tekstil,bredde_cm,høyde_cm,sittehøyde_cm,sittedybde_cm,url
308545,Vilmers Alps,Hjørnesofa med endeavslutning,Vilmers,Vilmers,ALPS,Hjørnesofa,55916,,Beige/natur,Dolomite Solitary star,304,75,44,61,https://checkout.bohus.no/sofa/hjornesofa/alps-hjornesofa-med-endeavslutning-8
295557,Jakobsen Tampa,Hjørnesofa med endeavslutning,Jakobsen Home,Jakobsen,TAMPA,Hjørnesofa,28332,,Beige/natur,Aragon 20 Liver,255,75,43,59,https://checkout.bohus.no/sofa/hjornesofa/tampa-hjornesofa-med-endeavslutning-2
302691,Jakobsen Quadrato,Hjørnesofa med endeavslutning,Jakobsen Home,Jakobsen,QUADRATO,Hjørnesofa,34999,,Grå,Aragon 80 Light grey,303,75,43,59,https://checkout.bohus.no/sofa/hjornesofa/quadrato-hjornesofa-26
313066,Vilmers Altera,Hjørnesofa med endeavslutning,Vilmers,Vilmers,ALTERA,Hjørnesofa,49998,,Grønn,Dolomite Myrtle,287,81,45,61,https://checkout.bohus.no/sofa/hjornesofa/altera-hjornesofa-med-endeavslutning-6
313069,Vilmers Altera,Hjørnesofa med endeavslutning,Vilmers,Vilmers,ALTERA,Hjørnesofa,49998,,Grønn,Dolomite Myrtle,287,81,45,61,https://checkout.bohus.no/sofa/hjornesofa/altera-hjornesofa-med-endeavslutning-11
317125,Vilmers Noma,Hjørnesofa med endeavslutning,Vilmers,Vilmers,NOMA,Hjørnesofa,44998,,Beige/natur,Dolomite Solitary star,300,75,44,62,https://checkout.bohus.no/sofa/hjornesofa/noma-hjornesofa-med-endeavslutning-7
318535,Vilmers Nordic,Hjørnesofa,Vilmers,Vilmers,NORDIC,Hjørnesofa,63527,,Beige/natur,Lavastone Linen,289,82,45,54,https://checkout.bohus.no/sofa/hjornesofa/nordic-hjornesofa-37
309858,Belmont,Hjørnesofa med endeavslutning,Dominari Grupe UAB,,BELMONT,Hjørnesofa,38390,,Beige/natur,Beate beige,286,82,47,58,https://checkout.bohus.no/sofa/hjornesofa/belmont-hjornesofa-med-endeavslutning
308371,Vilmers Noma,Hjørnesofa med endeavslutning,Vilmers,Vilmers,NOMA,Hjørnesofa,26999,44998,Beige/natur,Ion Solitary star,300,75,44,62,https://checkout.bohus.no/sofa/hjornesofa/noma-hjornesofa-med-endeavslutning-2
308372,Vilmers Noma,Hjørnesofa med endeavslutning,Vilmers,Vilmers,NOMA,Hjørnesofa,26999,44998,Rød,Ion Withered rose,300,75,44,62,https://checkout.bohus.no/sofa/hjornesofa/noma-hjornesofa-med-endeavslutning-3
308374,Vilmers Noma,Hjørnesofa med endeavslutning,Vilmers,Vilmers,NOMA,Hjørnesofa,26999,44998,Beige/natur,Ion Solitary star,300,75,44,62,https://checkout.bohus.no/sofa/hjornesofa/noma-hjornesofa-med-endeavslutning-4
325678,Vilmers Vincent,Hjørnesofa med endeavslutning XL,Vilmers,Vilmers,VINCENT,Hjørnesofa,58719,,Brun,Garnet Aluminium,315,84,43,57,https://checkout.bohus.no/sofa/hjornesofa/vincent-hjornesofa-med-endeavslutning-xl-11
319616,Otello,Hjørnesofa med sjeselong og endeavslutning,Dominari Grupe UAB,,OTELLO,Hjørnesofa,51999,,Beige/natur,Enardo 28 Beige,351,72,43,63,https://checkout.bohus.no/sofa/hjornesofa/otello-hjornesofa-med-sjeselong-og-endeavslutning-13
316830,Belmont,Hjørnesofa med sjeselong og endeavslutning,Dominari Grupe UAB,,BELMONT,Hjørnesofa,42160,,Beige/natur,Beate sand,316,82,47,58,https://checkout.bohus.no/sofa/hjornesofa/belmont-hjornesofa-med-sjeselong-og-endeavslutning-5
315110,Otello,Hjørnesofa med endeavslutning,Dominari Grupe UAB,,OTELLO,Hjørnesofa,36999,,Brun,Enardo 47 Brun,269,72,43,63,https://checkout.bohus.no/sofa/hjornesofa/otello-hjornesofa-med-endeavslutning-12
315111,Otello,Hjørnesofa med endeavslutning,Dominari Grupe UAB,,OTELLO,Hjørnesofa,36999,,Beige/natur,Enardo 34 Muldvarp,269,72,43,63,https://checkout.bohus.no/sofa/hjornesofa/otello-hjornesofa-med-endeavslutning-13
328886,Freja,Hjørnesofa med sjeselong og endeavslutning,Dominari Grupe UAB,,FREJA,Hjørnesofa,22665,,Grønn,Loft oliven,285,83,46,55,https://checkout.bohus.no/sofa/hjornesofa/freja-hjornesofa-med-sjeselong-og-endeavslutning-7
310049,Diego,Hjørnesofa med endeavslutning,Home Group Lithuania UAB,,DIEGO,Hjørnesofa,27439,39199,Brun,Iberia 190/815 Brown,312,85,45,75,https://checkout.bohus.no/sofa/hjornesofa/diego-hjornesofa-med-endeavslutning-5
310437,Bohus Exclusive by Storm Storm Makanda,Hjørnesofa med endeavslutning,Vilmers,Bohus Exclusive by Storm Storm,MAKANDA,Hjørnesofa,39486,49357,Beige/natur,Lagoon Sand,298,78,43,59,https://checkout.bohus.no/sofa/hjornesofa/makanda-hjornesofa-med-endeavslutning
310438,Bohus Exclusive by Storm Storm Makanda,Hjørnesofa med endeavslutning,Vilmers,Bohus Exclusive by Storm Storm,MAKANDA,Hjørnesofa,39486,49357,Beige/natur,Palazzo Stucco,298,78,43,59,https://checkout.bohus.no/sofa/hjornesofa/makanda-hjornesofa-med-endeavslutning-1
310441,Bohus Exclusive by Storm Storm Makanda,Hjørnesofa med endeavslutning,Vilmers,Bohus Exclusive by Storm Storm,MAKANDA,Hjørnesofa,39486,49357,Beige/natur,Lagoon Sand,298,78,43,59,https://checkout.bohus.no/sofa/hjornesofa/makanda-hjornesofa-med-endeavslutning-4
310442,Bohus Exclusive by Storm Storm Makanda,Hjørnesofa med endeavslutning,Vilmers,Bohus Exclusive by Storm Storm,MAKANDA,Hjørnesofa,39486,49357,Beige/natur,Palazzo Stucco,298,78,43,59,https://checkout.bohus.no/sofa/hjornesofa/makanda-hjornesofa-med-endeavslutning-5
310445,Bohus Exclusive by Storm Storm Makanda,Hjørnesofa,Vilmers,Bohus Exclusive by Storm Storm,MAKANDA,Hjørnesofa,48110,60137,Beige/natur,Lagoon Sand,298,78,43,59,https://checkout.bohus.no/sofa/hjornesofa/makanda-hjornesofa-3
310446,Bohus Exclusive by Storm Storm Makanda,Hjørnesofa,Vilmers,Bohus Exclusive by Storm Storm,MAKANDA,Hjørnesofa,48110,60137,Beige/natur,Palazzo Stucco,298,78,43,59,https://checkout.bohus.no/sofa/hjornesofa/makanda-hjornesofa-4
310454,Bohus Exclusive by Storm Storm Makanda,Hjørnesofa,Vilmers,Bohus Exclusive by Storm Storm,MAKANDA,Hjørnesofa,48110,60137,Beige/natur,Lagoon Sand,298,78,43,59,https://checkout.bohus.no/sofa/hjornesofa/makanda-hjornesofa
310455,Bohus Exclusive by Storm Storm Makanda,Hjørnesofa,Vilmers,Bohus Exclusive by Storm Storm,MAKANDA,Hjørnesofa,48110,60137,Beige/natur,Palazzo Stucco,298,78,43,59,https://checkout.bohus.no/sofa/hjornesofa/makanda-hjornesofa-1
172085,Formfin Free,Hjørnesofa,Formfin,Formfin,FREE,Hjørnesofa,76635,,Beige/natur,Fosen brun,254,82,46,52,https://checkout.bohus.no/sofa/hjornesofa/free-hjornesofa-7
310603,Jakobsen Tampa,Hjørnesofa,Jakobsen Home,Jakobsen,TAMPA,Hjørnesofa,24732,41220,Beige/natur,Wind 21 Taupe,265,75,43,59,https://checkout.bohus.no/sofa/hjornesofa/tampa-hjornesofa-2
310604,Jakobsen Tampa,Hjørnesofa,Jakobsen Home,Jakobsen,TAMPA,Hjørnesofa,24732,41220,Grønn,Wind 75 Forest,265,75,43,59,https://checkout.bohus.no/sofa/hjornesofa/tampa-hjornesofa-3
310605,Jakobsen Tampa,Hjørnesofa,Jakobsen Home,Jakobsen,TAMPA,Hjørnesofa,24732,41220,Svart,Wind 99 Onyx,265,75,43,59,https://checkout.bohus.no/sofa/hjornesofa/tampa-hjornesofa-4
310606,Jakobsen Tampa,Hjørnesofa med endeavslutning,Jakobsen Home,Jakobsen,TAMPA,Hjørnesofa,17999,29998,Beige/natur,Wind 21 Taupe,255,75,43,59,https://checkout.bohus.no/sofa/hjornesofa/tampa-hjornesofa-med-endeavslutning-5
310607,Jakobsen Tampa,Hjørnesofa med endeavslutning,Jakobsen Home,Jakobsen,TAMPA,Hjørnesofa,17999,29998,Grønn,Wind 75 Forest,255,75,43,59,https://checkout.bohus.no/sofa/hjornesofa/tampa-hjornesofa-med-endeavslutning-6
310608,Jakobsen Tampa,Hjørnesofa med endeavslutning,Jakobsen Home,Jakobsen,TAMPA,Hjørnesofa,17999,29998,Svart,Wind 99 Onyx,255,75,43,59,https://checkout.bohus.no/sofa/hjornesofa/tampa-hjornesofa-med-endeavslutning-7
310619,Jakobsen Tampa,Hjørnesofa med endeavslutning,Jakobsen Home,Jakobsen,TAMPA,Hjørnesofa,17999,29998,Beige/natur,Wind 21 Taupe,255,75,43,59,https://checkout.bohus.no/sofa/hjornesofa/tampa-hjornesofa-med-endeavslutning-8
310620,Jakobsen Tampa,Hjørnesofa med endeavslutning,Jakobsen Home,Jakobsen,TAMPA,Hjørnesofa,17999,29998,Grønn,Wind 75 Forest,255,75,43,59,https://checkout.bohus.no/sofa/hjornesofa/tampa-hjornesofa-med-endeavslutning-9
310647,Vilmers Field,Hjørnesofa,Vilmers,Vilmers,FIELD,Hjørnesofa,30311,50519,Grå,Marble Rainy day,295,80,44,58,https://checkout.bohus.no/sofa/hjornesofa/field-hjornesofa-1
310648,Vilmers Field,Hjørnesofa,Vilmers,Vilmers,FIELD,Hjørnesofa,30311,50519,Grå,Marble Rainy day,295,80,44,58,https://checkout.bohus.no/sofa/hjornesofa/field-hjornesofa-8
310649,Vilmers Field,Hjørnesofa,Vilmers,Vilmers,FIELD,Hjørnesofa,30311,50519,Grønn,Marble Pineneedle,295,80,44,58,https://checkout.bohus.no/sofa/hjornesofa/field-hjornesofa-2
310650,Vilmers Field,Hjørnesofa,Vilmers,Vilmers,FIELD,Hjørnesofa,30311,50519,Grønn,Marble Pineneedle,295,80,44,58,https://checkout.bohus.no/sofa/hjornesofa/field-hjornesofa-3
310655,Vilmers Field,Hjørnesofa,Vilmers,Vilmers,FIELD,Hjørnesofa,33362,55603,Beige/natur,Tin Solitary star,295,80,44,58,https://checkout.bohus.no/sofa/hjornesofa/field-hjornesofa-9
310656,Vilmers Field,Hjørnesofa,Vilmers,Vilmers,FIELD,Hjørnesofa,33362,55603,Beige/natur,Tin Solitary star,295,80,44,58,https://checkout.bohus.no/sofa/hjornesofa/field-hjornesofa-10
310657,Vilmers Field,Hjørnesofa,Vilmers,Vilmers,FIELD,Hjørnesofa,33362,55603,Oransje,Tin Burnt brick,295,80,44,58,https://checkout.bohus.no/sofa/hjornesofa/field-hjornesofa-11
310658,Vilmers Field,Hjørnesofa,Vilmers,Vilmers,FIELD,Hjørnesofa,33362,55603,Oransje,Tin Burnt brick,295,80,44,58,https://checkout.bohus.no/sofa/hjornesofa/field-hjornesofa-12
310659,Vilmers Field,Hjørnesofa med endeavslutning,Vilmers,Vilmers,FIELD,Hjørnesofa,27999,46764,Grå,Marble Rainy day,288,80,44,58,https://checkout.bohus.no/sofa/hjornesofa/field-hjornesofa-med-endeavslutning
310660,Vilmers Field,Hjørnesofa med endeavslutning,Vilmers,Vilmers,FIELD,Hjørnesofa,27999,46764,Grå,Marble Rainy day,288,80,44,58,https://checkout.bohus.no/sofa/hjornesofa/field-hjornesofa-med-endeavslutning-1
310661,Vilmers Field,Hjørnesofa med endeavslutning,Vilmers,Vilmers,FIELD,Hjørnesofa,27999,46764,Grønn,Marble Pineneedle,288,80,44,58,https://checkout.bohus.no/sofa/hjornesofa/field-hjornesofa-med-endeavslutning-8
310662,Vilmers Field,Hjørnesofa med endeavslutning,Vilmers,Vilmers,FIELD,Hjørnesofa,27999,46764,Grønn,Marble Pineneedle,288,80,44,58,https://checkout.bohus.no/sofa/hjornesofa/field-hjornesofa-med-endeavslutning-9
310667,Vilmers Field,Hjørnesofa med endeavslutning,Vilmers,Vilmers,FIELD,Hjørnesofa,30999,51608,Beige/natur,Tin Solitary star,288,80,44,58,https://checkout.bohus.no/sofa/hjornesofa/field-hjornesofa-med-endeavslutning-10
310668,Vilmers Field,Hjørnesofa med endeavslutning,Vilmers,Vilmers,FIELD,Hjørnesofa,30999,51608,Beige/natur,Tin Solitary star,288,80,44,58,https://checkout.bohus.no/sofa/hjornesofa/field-hjornesofa-med-endeavslutning-11
310669,Vilmers Field,Hjørnesofa med endeavslutning,Vilmers,Vilmers,FIELD,Hjørnesofa,30999,51608,Oransje,Tin Burnt brick,288,80,44,58,https://checkout.bohus.no/sofa/hjornesofa/field-hjornesofa-med-endeavslutning-6
310670,Vilmers Field,Hjørnesofa med endeavslutning,Vilmers,Vilmers,FIELD,Hjørnesofa,30999,51608,Oransje,Tin Burnt brick,288,80,44,58,https://checkout.bohus.no/sofa/hjornesofa/field-hjornesofa-med-endeavslutning-7
310671,Vilmers Field,Hjørnesofa med sjeselong XL,Vilmers,Vilmers,FIELD,Hjørnesofa,35999,59989,Grå,Marble Rainy day,387,80,44,58,https://checkout.bohus.no/sofa/hjornesofa/field-hjornesofa-med-sjeselong-xl-2
310672,Vilmers Field,Hjørnesofa med sjeselong XL,Vilmers,Vilmers,FIELD,Hjørnesofa,35999,59989,Grå,Marble Rainy day,387,80,44,58,https://checkout.bohus.no/sofa/hjornesofa/field-hjornesofa-med-sjeselong-xl-3
310673,Vilmers Field,Hjørnesofa med sjeselong XL,Vilmers,Vilmers,FIELD,Hjørnesofa,35999,59989,Grønn,Marble Pineneedle,387,80,44,58,https://checkout.bohus.no/sofa/hjornesofa/field-hjornesofa-med-sjeselong-xl-4
310674,Vilmers Field,Hjørnesofa med sjeselong XL,Vilmers,Vilmers,FIELD,Hjørnesofa,35999,59989,Grønn,Marble Pineneedle,387,80,44,58,https://checkout.bohus.no/sofa/hjornesofa/field-hjornesofa-med-sjeselong-xl-5
310680,Vilmers Field,Hjørnesofa med sjeselong XL,Vilmers,Vilmers,FIELD,Hjørnesofa,37999,63332,Beige/natur,Tin Solitary star,387,80,44,58,https://checkout.bohus.no/sofa/hjornesofa/field-hjornesofa-med-sjeselong-xl-10
310681,Vilmers Field,Hjørnesofa med sjeselong XL,Vilmers,Vilmers,FIELD,Hjørnesofa,37999,63332,Oransje,Tin Burnt brick,387,80,44,58,https://checkout.bohus.no/sofa/hjornesofa/field-hjornesofa-med-sjeselong-xl
310682,Vilmers Field,Hjørnesofa med sjeselong XL,Vilmers,Vilmers,FIELD,Hjørnesofa,37999,63332,Oransje,Tin Burnt brick,387,80,44,58,https://checkout.bohus.no/sofa/hjornesofa/field-hjornesofa-med-sjeselong-xl-1
310690,Vilmers Noma,Hjørnesofa,Vilmers,Vilmers,NOMA,Hjørnesofa,34343,57238,Beige/natur,Tinu Sesame,296,75,44,62,https://checkout.bohus.no/sofa/hjornesofa/noma-hjornesofa-4
310694,Vilmers Noma,Hjørnesofa,Vilmers,Vilmers,NOMA,Hjørnesofa,34343,57238,Beige/natur,Tinu Sesame,296,75,44,62,https://checkout.bohus.no/sofa/hjornesofa/noma-hjornesofa-2
310826,Scapa Oxford,Hjørnesofa med sjeselong,Scapa UAB,Scapa,OXFORD,Hjørnesofa,33499,51565,Beige/natur,Carlo 1600 Beige,333,87,44,59,https://checkout.bohus.no/sofa/hjornesofa/oxford-hjornesofa-med-sjeselong-2
310827,Scapa Oxford,Hjørnesofa med sjeselong,Scapa UAB,Scapa,OXFORD,Hjørnesofa,33499,51565,Grå,Carlo 1604 Light grey,333,87,44,59,https://checkout.bohus.no/sofa/hjornesofa/oxford-hjornesofa-med-sjeselong-14
310828,Scapa Oxford,Hjørnesofa med sjeselong,Scapa UAB,Scapa,OXFORD,Hjørnesofa,33499,51565,Oransje,Carlo 1609 Copper,333,87,44,59,https://checkout.bohus.no/sofa/hjornesofa/oxford-hjornesofa-med-sjeselong-3
310829,Scapa Oxford,Hjørnesofa med sjeselong,Scapa UAB,Scapa,OXFORD,Hjørnesofa,33499,51565,Grønn,Carlo 1642 Green,333,87,44,59,https://checkout.bohus.no/sofa/hjornesofa/oxford-hjornesofa-med-sjeselong-15
310833,Scapa Oxford,Hjørnesofa med sjeselong,Scapa UAB,Scapa,OXFORD,Hjørnesofa,33499,51565,Beige/natur,Carlo 1600 Beige,333,87,44,59,https://checkout.bohus.no/sofa/hjornesofa/oxford-hjornesofa-med-sjeselong-7
310834,Scapa Oxford,Hjørnesofa med sjeselong,Scapa UAB,Scapa,OXFORD,Hjørnesofa,33499,51565,Grå,Carlo 1604 Light grey,333,87,44,59,https://checkout.bohus.no/sofa/hjornesofa/oxford-hjornesofa-med-sjeselong-16
310835,Scapa Oxford,Hjørnesofa med sjeselong,Scapa UAB,Scapa,OXFORD,Hjørnesofa,33499,51565,Oransje,Carlo 1609 Copper,333,87,44,59,https://checkout.bohus.no/sofa/hjornesofa/oxford-hjornesofa-med-sjeselong-8
310836,Scapa Oxford,Hjørnesofa med sjeselong,Scapa UAB,Scapa,OXFORD,Hjørnesofa,33499,51565,Grønn,Carlo 1642 Green,333,87,44,59,https://checkout.bohus.no/sofa/hjornesofa/oxford-hjornesofa-med-sjeselong-17
310846,Scapa Oxford,Hjørnesofa med sjeselong og endeavslutning,Scapa UAB,Scapa,OXFORD,Hjørnesofa,27999,43075,Grå,Carlo 1604 Light grey,333,87,44,59,https://checkout.bohus.no/sofa/hjornesofa/oxford-hjornesofa-med-sjeselong-og-endeavslutning-3
310847,Scapa Oxford,Hjørnesofa med sjeselong og endeavslutning,Scapa UAB,Scapa,OXFORD,Hjørnesofa,27999,43075,Oransje,Carlo 1609 Copper,333,87,44,59,https://checkout.bohus.no/sofa/hjornesofa/oxford-hjornesofa-med-sjeselong-og-endeavslutning-4
310848,Scapa Oxford,Hjørnesofa med sjeselong og endeavslutning,Scapa UAB,Scapa,OXFORD,Hjørnesofa,27999,43075,Grønn,Carlo 1642 Green,333,87,44,59,https://checkout.bohus.no/sofa/hjornesofa/oxford-hjornesofa-med-sjeselong-og-endeavslutning-5
310852,Scapa Oxford,Hjørnesofa med sjeselong og endeavslutning,Scapa UAB,Scapa,OXFORD,Hjørnesofa,27999,43075,Grå,Carlo 1604 Light grey,333,87,44,59,https://checkout.bohus.no/sofa/hjornesofa/oxford-hjornesofa-med-sjeselong-og-endeavslutning-9
310853,Scapa Oxford,Hjørnesofa med sjeselong og endeavslutning,Scapa UAB,Scapa,OXFORD,Hjørnesofa,27999,43075,Oransje,Carlo 1609 Copper,333,87,44,59,https://checkout.bohus.no/sofa/hjornesofa/oxford-hjornesofa-med-sjeselong-og-endeavslutning-10
310854,Scapa Oxford,Hjørnesofa med sjeselong og endeavslutning,Scapa UAB,Scapa,OXFORD,Hjørnesofa,27999,43075,Grønn,Carlo 1642 Green,333,87,44,59,https://checkout.bohus.no/sofa/hjornesofa/oxford-hjornesofa-med-sjeselong-og-endeavslutning-11
310858,Scapa Oxford,Hjørnesofa,Scapa UAB,Scapa,OXFORD,Hjørnesofa,30399,46775,Beige/natur,Carlo 1600 Beige,333,87,44,59,https://checkout.bohus.no/sofa/hjornesofa/oxford-hjornesofa-7
310859,Scapa Oxford,Hjørnesofa,Scapa UAB,Scapa,OXFORD,Hjørnesofa,30399,46775,Grønn,Carlo 1642 Green,333,87,44,59,https://checkout.bohus.no/sofa/hjornesofa/oxford-hjornesofa-5
310860,Scapa Oxford,Hjørnesofa,Scapa UAB,Scapa,OXFORD,Hjørnesofa,30399,46775,Grå,Carlo 1604 Light grey,333,87,44,59,https://checkout.bohus.no/sofa/hjornesofa/oxford-hjornesofa-6
310863,Scapa Oxford,Hjørnesofa med endeavslutning,Scapa UAB,Scapa,OXFORD,Hjørnesofa,26234,40360,Beige/natur,Carlo 1600 Beige,265,87,44,59,https://checkout.bohus.no/sofa/hjornesofa/oxford-hjornesofa-med-endeavslutning-2
310864,Scapa Oxford,Hjørnesofa med endeavslutning,Scapa UAB,Scapa,OXFORD,Hjørnesofa,26234,40360,Grønn,Carlo 1642 Green,265,87,44,59,https://checkout.bohus.no/sofa/hjornesofa/oxford-hjornesofa-med-endeavslutning-3
310867,Scapa Oxford,Hjørnesofa med endeavslutning,Scapa UAB,Scapa,OXFORD,Hjørnesofa,26234,40360,Beige/natur,Carlo 1600 Beige,265,87,44,59,https://checkout.bohus.no/sofa/hjornesofa/oxford-hjornesofa-med-endeavslutning-6
310868,Scapa Oxford,Hjørnesofa med endeavslutning,Scapa UAB,Scapa,OXFORD,Hjørnesofa,26399,40630,Grå,Carlo 1604 Light grey,265,87,44,59,https://checkout.bohus.no/sofa/hjornesofa/oxford-hjornesofa-med-endeavslutning-7
310871,Scapa Oxford,Hjørnesofa med sjeselong,Scapa UAB,Scapa,OXFORD,Hjørnesofa,29289,45060,Beige/natur,Carlo 1600 Beige,324,87,44,59,https://checkout.bohus.no/sofa/hjornesofa/oxford-hjornesofa-med-sjeselong-11
310872,Scapa Oxford,Hjørnesofa med sjeselong,Scapa UAB,Scapa,OXFORD,Hjørnesofa,29289,45060,Grønn,Carlo 1642 Green,324,87,44,59,https://checkout.bohus.no/sofa/hjornesofa/oxford-hjornesofa-med-sjeselong-12
223137,Brunstad Fia,Hjørnesofa med endeavslutning,Brunstad AS,Brunstad,FIA,Hjørnesofa,66930,,Grå,Hem Silver,232,86,45,52,https://checkout.bohus.no/sofa/hjornesofa/fia-moderne-hjornesofa-1
235342,Formfin Free,Hjørnesofa,Formfin,Formfin,FREE,Hjørnesofa,57405,,Grå,Risør 804 Lys grå,254,82,46,52,https://checkout.bohus.no/sofa/hjornesofa/free-hjornesofa-4
235343,Formfin Free,Hjørnesofa,Formfin,Formfin,FREE,Hjørnesofa,57405,,Grå,Risør 801 Antrasitt,254,82,46,52,https://checkout.bohus.no/sofa/hjornesofa/free-hjornesofa-2
235344,Formfin Free,Hjørnesofa,Formfin,Formfin,FREE,Hjørnesofa,57405,,Blå,Risør 613 Blå,254,82,46,52,https://checkout.bohus.no/sofa/hjornesofa/free-hjornesofa-3
238929,IMG Melby,Hjørnesofa,"IMG avd Skandinavia, Ekornes AS",IMG,MELBY,Hjørnesofa,44455,,Blå,Caprice 115 Midnight,278,80,44,50,https://checkout.bohus.no/sofa/hjornesofa/melby-hjornesofa-4
238931,Brunstad Fia,Hjørnesofa,Brunstad AS,Brunstad,FIA,Hjørnesofa,72170,,Grå,Hem Silver,270,86,45,52,https://checkout.bohus.no/sofa/hjornesofa/fia-moderne-hjornesofa
310602,Jakobsen Tampa,Hjørnesofa,Jakobsen Home,Jakobsen,TAMPA,Hjørnesofa,39960,,Grå,Aragon 80 Light grey,265,75,43,59,https://checkout.bohus.no/sofa/hjornesofa/tampa-hjornesofa-1
310870,Scapa Oxford,Hjørnesofa med sjeselong,Scapa UAB,Scapa,OXFORD,Hjørnesofa,43495,,Hvit,Amra 1611 White,324,87,44,59,https://checkout.bohus.no/sofa/hjornesofa/oxford-hjornesofa-med-sjeselong-10
312107,Scapa Oxford,Hjørnesofa,Scapa UAB,Scapa,OXFORD,Hjørnesofa,27999,43075,Beige/natur,Carlo 1600 Beige,335,86,44,59,https://checkout.bohus.no/sofa/hjornesofa/oxford-hjornesofa-1
312170,Vilmers Vincent,Hjørnesofa med sjeselong XL og endeavslutning,Vilmers,Vilmers,VINCENT,Hjørnesofa,34285,74808,Grå,Ion Aluminium,357,86,45,57,https://checkout.bohus.no/sofa/hjornesofa/vincent-hjornesofa-med-sjeselong-xl-og-endeavslutning-12
312172,Vilmers Vincent,Hjørnesofa med sjeselong XL og endeavslutning,Vilmers,Vilmers,VINCENT,Hjørnesofa,34285,74808,Beige/natur,Ion Solitary star,357,86,45,57,https://checkout.bohus.no/sofa/hjornesofa/vincent-hjornesofa-med-sjeselong-xl-og-endeavslutning-14
312173,Vilmers Vincent,Hjørnesofa med sjeselong XL og endeavslutning,Vilmers,Vilmers,VINCENT,Hjørnesofa,34285,74808,Brun,Ion Withered rose,357,86,45,57,https://checkout.bohus.no/sofa/hjornesofa/vincent-hjornesofa-med-sjeselong-xl-og-endeavslutning-15
312174,Vilmers Vincent,Hjørnesofa med sjeselong XL og endeavslutning,Vilmers,Vilmers,VINCENT,Hjørnesofa,34285,74808,Grå,Ion Aluminium,357,86,45,57,https://checkout.bohus.no/sofa/hjornesofa/vincent-hjornesofa-med-sjeselong-xl-og-endeavslutning-16
312176,Vilmers Vincent,Hjørnesofa med sjeselong XL og endeavslutning,Vilmers,Vilmers,VINCENT,Hjørnesofa,34285,74808,Beige/natur,Ion Solitary star,357,86,45,57,https://checkout.bohus.no/sofa/hjornesofa/vincent-hjornesofa-med-sjeselong-xl-og-endeavslutning-18
312177,Vilmers Vincent,Hjørnesofa med sjeselong XL og endeavslutning,Vilmers,Vilmers,VINCENT,Hjørnesofa,34285,74808,Brun,Ion Withered rose,357,86,45,57,https://checkout.bohus.no/sofa/hjornesofa/vincent-hjornesofa-med-sjeselong-xl-og-endeavslutning-19
312178,Vilmers Vincent,Hjørnesofa med sjeselong XL og endeavslutning,Vilmers,Vilmers,VINCENT,Hjørnesofa,45866,76444,Grå,Ion Aluminium,374,86,45,57,https://checkout.bohus.no/sofa/hjornesofa/vincent-hjornesofa-med-sjeselong-xl-og-endeavslutning-7
312180,Vilmers Vincent,Hjørnesofa med sjeselong XL og endeavslutning,Vilmers,Vilmers,VINCENT,Hjørnesofa,45866,76444,Beige/natur,Ion Solitary star,374,86,45,57,https://checkout.bohus.no/sofa/hjornesofa/vincent-hjornesofa-med-sjeselong-xl-og-endeavslutning-9
312181,Vilmers Vincent,Hjørnesofa med sjeselong XL og endeavslutning,Vilmers,Vilmers,VINCENT,Hjørnesofa,45866,76444,Brun,Ion Withered rose,374,86,45,57,https://checkout.bohus.no/sofa/hjornesofa/vincent-hjornesofa-med-sjeselong-xl-og-endeavslutning-10
312182,Vilmers Vincent,Hjørnesofa med sjeselong XL og endeavslutning,Vilmers,Vilmers,VINCENT,Hjørnesofa,45866,76444,Grå,Ion Aluminium,374,86,45,57,https://checkout.bohus.no/sofa/hjornesofa/vincent-hjornesofa-med-sjeselong-xl-og-endeavslutning-1
312184,Vilmers Vincent,Hjørnesofa med sjeselong XL og endeavslutning,Vilmers,Vilmers,VINCENT,Hjørnesofa,45866,76444,Beige/natur,Ion Solitary star,374,86,45,57,https://checkout.bohus.no/sofa/hjornesofa/vincent-hjornesofa-med-sjeselong-xl-og-endeavslutning-11
312185,Vilmers Vincent,Hjørnesofa med sjeselong XL og endeavslutning,Vilmers,Vilmers,VINCENT,Hjørnesofa,45866,76444,Brun,Ion Withered rose,374,86,45,57,https://checkout.bohus.no/sofa/hjornesofa/vincent-hjornesofa-med-sjeselong-xl-og-endeavslutning-3
312187,Vilmers Vincent,Hjørnesofa med sjeselong XL og endeavslutning,Vilmers,Vilmers,VINCENT,Hjørnesofa,35846,78216,Beige/natur,Ion Solitary star,387,86,45,57,https://checkout.bohus.no/sofa/hjornesofa/vincent-hjornesofa-med-sjeselong-xl-og-endeavslutning-4
312189,Vilmers Vincent,Hjørnesofa med sjeselong XL og endeavslutning,Vilmers,Vilmers,VINCENT,Hjørnesofa,35846,78216,Grå,Ion Aluminium,387,86,45,57,https://checkout.bohus.no/sofa/hjornesofa/vincent-hjornesofa-med-sjeselong-xl-og-endeavslutning-21
312190,Vilmers Vincent,Hjørnesofa med sjeselong XL og endeavslutning,Vilmers,Vilmers,VINCENT,Hjørnesofa,35846,78216,Grå,Ion Aluminium,387,86,45,57,https://checkout.bohus.no/sofa/hjornesofa/vincent-hjornesofa-med-sjeselong-xl-og-endeavslutning-22
